Survey Month,Choice 1,Choice 2,Choice 3,Region,Gender,Age,Weight
2010 Mar 01 12:00:00 AM,Economy (general),,,Southeast,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Poverty/ Homelessness,,,Southeast,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Economy (general),Health care/ Medicare,,Southeast,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Southeast,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southeast,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southeast,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southeast,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Economy (general),,,Southeast,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Poverty/ Homelessness,,,Southeast,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Environmental Issues,,,Southeast,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Health care/ Medicare,Infrastructure/ Roads/ Potholes,Economy (general),Southeast,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Economy (general),,,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Parking issues,Social services/ Public services,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,"Emergency services: Fire, Police",Drivers/ Road rage,,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,Environmental Issues,,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Economy (general),Education,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Environmental Issues,,,Core,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Economy (general),Jobs/ Unemployment,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Poverty/ Homelessness,Health care/ Medicare,,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Poverty/ Homelessness,,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Jobs/ Unemployment,,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Health care/ Medicare,Jobs/ Unemployment,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Economy (general),,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Cost of Living,,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Taxes/ Tax reform,Environmental Issues,,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Parking issues,Crime/ Violence/ Vandalism,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Health care/ Medicare,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Environmental Issues,Taxes/ Tax reform,Health care/ Medicare,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Childcare/ Daycare issues,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,"Government Issues i.e, corruption, federal election",Infrastructure/ Roads/ Potholes,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,Economy (general),Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Economy (general),Racism/ Cultural/ Inequality issues,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Economy (general),,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Environmental Issues,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,"Emergency services: Fire, Police",Health care/ Medicare,Crime/ Violence/ Vandalism,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Taxes/ Tax reform,,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Poverty/ Homelessness,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Health care/ Medicare,,,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southeast,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Environmental Issues,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Education,Environmental Issues,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Education,Health care/ Medicare,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Jobs/ Unemployment,,,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Health care/ Medicare,,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Health care/ Medicare,,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Health care/ Medicare,Education,Northwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Poverty/ Homelessness,Low cost housing/ Lower rental costs,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Health care/ Medicare,Infrastructure/ Roads/ Potholes,Municipal Taxes,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Environmental Issues,Infrastructure/ Roads/ Potholes,Poverty/ Homelessness,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Health care/ Medicare,Education,Crime/ Violence/ Vandalism,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Economy (general),,,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Environmental Issues,Poverty/ Homelessness,,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Health care/ Medicare,Crime/ Violence/ Vandalism,,Southwest,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Proper city planning/ Forward thinking,,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Economy (general),,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Health care/ Medicare,Infrastructure/ Roads/ Potholes,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Health care/ Medicare,Education,Infrastructure/ Roads/ Potholes,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Health care/ Medicare,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Flooding,,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Senior issues,Environmental Issues,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Health care/ Medicare,Economy (general),Education,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Jobs/ Unemployment,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Education,,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Civic Politics,Economy (general),,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Morality issues: Pornography/ Drugs/ Prostitution,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Environmental Issues,Crime/ Violence/ Vandalism,,Southwest,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Economy (general),,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,"Government Issues i.e, corruption, federal election",,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Economy (general),Education,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Flooding,Crime/ Violence/ Vandalism,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Economy (general),Health care/ Medicare,Childcare/ Daycare issues,Southwest,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Economy (general),,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Poverty/ Homelessness,,,Southeast,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Education,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Poverty/ Homelessness,Crime/ Violence/ Vandalism,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,Social services/ Public services,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Civic Politics,,,Southwest,Female,,0.808635
2010 Mar 01 12:00:00 AM,Health care/ Medicare,,,Southwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Civic Politics,,,Northwest,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Taxes/ Tax reform,,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Environmental Issues,,,Southwest,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Economy (general),,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Health care/ Medicare,Education,Economy (general),Core,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Red light/ Speed cameras,Drivers/ Road rage,Crime/ Violence/ Vandalism,Southeast,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Morality issues: Pornography/ Drugs/ Prostitution,,Core,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,People leaving province,,,Northwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Economy (general),Jobs/ Unemployment,,Northwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Northeast,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Poverty/ Homelessness,,,Northwest,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Senior issues,Crime/ Violence/ Vandalism,"Emergency services: Fire, Police",Core,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Jobs/ Unemployment,,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Civic Politics,,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Health care/ Medicare,,,Southeast,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Jobs/ Unemployment,,,Southwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southeast,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Education,,,Core,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,,,Northwest,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Morality issues: Pornography/ Drugs/ Prostitution,,,Northeast,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Economy (general),Jobs/ Unemployment,,Northeast,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Poverty/ Homelessness,,,Core,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Economy (general),"Government Issues i.e, corruption, federal election",,Southwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Jobs/ Unemployment,,,Northwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Poverty/ Homelessness,Health care/ Medicare,,Northwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Poverty/ Homelessness,,,Southeast,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Environmental Issues,Education,,Northwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Jobs/ Unemployment,Crime/ Violence/ Vandalism,,Core,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Education,,,Southeast,Female,,0.808635
2010 Mar 01 12:00:00 AM,Jobs/ Unemployment,Crime/ Violence/ Vandalism,,Northwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Male,,1.347936364
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Morality issues: Pornography/ Drugs/ Prostitution,,Core,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Taxes/ Tax reform,Municipal Taxes,,Core,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Jobs/ Unemployment,Health care/ Medicare,Civic Politics,Southeast,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Poverty/ Homelessness,,Core,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Jobs/ Unemployment,,Core,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Economy (general),,Core,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Health care/ Medicare,,Northwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,,1.347936364
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Jobs/ Unemployment,,Core,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Education,,,Core,Female,,0.808635
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Poverty/ Homelessness,,Northwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Jobs/ Unemployment,Education,Core,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Education,,,Core,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Morality issues: Pornography/ Drugs/ Prostitution,,,Core,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,Education,Northwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Taxes/ Tax reform,Jobs/ Unemployment,Core,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Health care/ Medicare,"Emergency services: Fire, Police",Infrastructure/ Roads/ Potholes,Core,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Jobs/ Unemployment,Crime/ Violence/ Vandalism,,Core,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Morality issues: Pornography/ Drugs/ Prostitution,,Core,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Economy (general),Jobs/ Unemployment,Environmental Issues,Northwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Health care/ Medicare,Jobs/ Unemployment,Education,Northwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Health care/ Medicare,Poverty/ Homelessness,Northeast,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Economic growth/ Business development,Economy (general),,Southeast,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Morality issues: Pornography/ Drugs/ Prostitution,,Core,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Integrating new immigrants into Canadian society,Childcare/ Daycare issues,,Southwest,Female,18 - 34,2.252458173
2010 Mar 01 12:00:00 AM,Morality issues: Pornography/ Drugs/ Prostitution,Poverty/ Homelessness,,Core,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Environmental Issues,Poverty/ Homelessness,,Core,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Female,,0.808635
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,18 - 34,1.7167627
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Environmental Issues,,Core,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,"Emergency services: Fire, Police",,,Core,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Health care/ Medicare,Crime/ Violence/ Vandalism,,Northwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Civic Politics,,,Northwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,"Government Issues i.e, corruption, federal election",,,Northwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Health care/ Medicare,Education,Taxes/ Tax reform,Northwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Taxes/ Tax reform,,Northwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Education,Low cost housing/ Lower rental costs,Jobs/ Unemployment,Northwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Health care/ Medicare,,Northwest,Female,,0.808635
2010 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,35 - 54,0.980782913
2010 Mar 01 12:00:00 AM,Taxes/ Tax reform,,,Northwest,Female,55 +,0.701356427
2010 Mar 01 12:00:00 AM,Environmental Issues,Taxes/ Tax reform,Health care/ Medicare,Northwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Jobs/ Unemployment,,,Northwest,Male,55 +,0.582650644
2010 Mar 01 12:00:00 AM,Education,,,Northwest,Female,35 - 54,1.083145964
2010 Mar 01 12:00:00 AM,Health care/ Medicare,,,Southeast,Male,55 +,0.582650644
